Performance Struct Name:,Performance_01
Portfolio Tracked:,Portfolio_01

Year,Month,Day,Total Investment,Total Revenue,Total Value,
0,0,0,4999.56,0.00,4999.56
0,0,1,4999.56,0.00,4999.56
0,0,2,4999.56,0.00,4999.56
0,0,3,4999.56,167.58,4995.90
0,0,4,4999.56,375.87,4985.86
0,0,5,5076.96,375.87,4987.14
0,0,6,5154.43,375.87,4987.29
0,0,7,5193.49,375.87,4987.08
0,0,8,5271.61,375.87,4986.04
0,0,9,5271.61,375.87,4986.04
0,0,10,5271.61,415.87,4986.25
0,0,11,5310.05,415.87,4984.80
0,0,12,5310.05,455.87,4985.00
0,0,13,5310.05,455.87,4985.00
0,0,14,5310.05,494.93,4985.82
0,0,15,5310.05,494.93,4985.82
0,0,16,5348.80,494.93,4985.00
0,0,17,5464.70,494.93,4981.26
0,0,18,5581.32,494.93,4975.39
0,0,19,5581.32,534.53,4977.60
0,0,20,5581.32,534.53,4977.60
0,0,21,5581.32,657.53,4979.04
0,0,22,5659.97,657.53,4976.73
0,0,23,5659.97,780.29,4977.36
0,0,24,5659.97,780.29,4977.36
0,0,25,5699.33,780.29,4976.58
0,0,26,5777.98,780.29,4974.31
0,0,27,5817.58,780.29,4972.80
0,0,28,5856.85,780.29,4970.63
0,0,29,5895.79,780.29,4967.80
0,0,30,5895.79,780.29,4967.80
0,0,31,5895.79,861.89,4970.40
0,0,32,5935.06,861.89,4968.25
0,0,33,5935.06,901.49,4970.40
0,0,34,5935.06,901.49,4970.40
0,0,35,6053.23,901.49,4964.31
0,0,36,6053.23,983.60,4967.06
0,0,37,6093.35,983.60,4965.44
0,0,38,6093.35,1024.06,4967.06
0,0,39,6133.47,1024.06,4965.44
0,0,40,6251.92,1024.06,4957.65
0,0,41,6251.92,1024.06,4957.65
0,0,42,6370.64,1024.06,4947.04
0,0,43,6370.64,1064.74,4950.53
0,0,44,6370.64,1064.74,4950.53
0,0,45,6370.64,1147.54,4955.35
0,0,46,6370.64,1147.54,4955.35
0,0,47,6489.36,1147.54,4944.80
0,0,48,6529.32,1147.54,4940.61
0,0,49,6529.32,1147.54,4940.61
0,0,50,6529.32,1147.54,4940.61
0,0,51,6529.32,1231.16,4946.01
0,0,52,6569.64,1231.16,4942.56
0,0,53,6569.64,1314.38,4947.60
0,0,54,6569.64,1355.78,4949.60
0,0,55,6649.87,1355.78,4943.75
0,0,56,6690.19,1355.78,4940.32
0,0,57,6770.49,1355.78,4932.40
0,0,58,6810.82,1355.78,4927.89
0,0,59,6810.82,1396.48,4932.40
0,0,60,6810.82,1437.55,4936.17
0,0,61,6851.52,1437.55,4932.40
0,0,62,6851.52,1565.24,4939.23
0,0,63,6932.55,1565.24,4932.84
0,0,64,6932.55,1606.68,4935.84
0,0,65,7013.95,1606.68,4929.10
0,0,66,7013.95,1606.68,4929.10
0,0,67,7134.86,1606.68,4915.58
0,0,68,7134.86,1690.61,4923.53
0,0,69,7134.86,1819.41,4930.24
0,0,70,7134.86,1819.41,4930.24
0,0,71,7134.86,1861.22,4932.45
0,0,72,7217.00,1861.22,4927.29
0,0,73,7257.70,1861.22,4923.60
0,0,74,7299.12,1861.22,4920.26
0,0,75,7340.16,1861.22,4916.16
0,0,76,7340.16,1902.64,4920.26
0,0,77,7381.20,1902.64,4916.16
0,0,78,7381.20,1902.64,4916.16
0,0,79,7381.20,1902.64,4916.16
0,0,80,7381.20,1902.64,4916.16
0,0,81,7381.20,1945.15,4919.17
0,0,82,7463.59,1945.15,4911.30
0,0,83,7463.59,1945.15,4911.30
0,0,84,7504.93,1945.15,4906.74
0,0,85,7504.93,1945.15,4906.74
0,0,86,7504.93,1986.88,4911.30
0,0,87,7504.93,1986.88,4911.30
0,0,88,7504.93,1986.88,4911.30
0,0,89,7546.27,1986.88,4906.74
0,0,90,7546.27,1986.88,4906.74
0,0,91,7588.27,1986.88,4902.45
0,0,92,7588.27,2072.48,4910.23
0,0,93,7588.27,2114.60,4914.00
0,0,94,7588.27,2114.60,4914.00
0,0,95,7588.27,2114.60,4914.00
0,0,96,7588.27,2114.60,4914.00
0,0,97,7588.27,2157.11,4916.99
0,0,98,7671.73,2157.11,4910.23
0,0,99,7671.73,2199.23,4914.00
0,0,100,7713.46,2199.23,4910.23
0,0,101,7713.46,2242.43,4912.92
0,0,102,7755.19,2242.43,4909.16
0,0,103,7839.19,2242.43,4901.40
0,0,104,7839.19,2242.43,4901.40
0,0,105,7923.65,2242.43,4892.50
0,0,106,7923.65,2285.07,4897.36
0,0,107,7923.65,2285.07,4897.36
0,0,108,7923.65,2373.05,4903.56
0,0,109,7965.65,2373.05,4899.30
0,0,110,7965.65,2373.05,4899.30
0,0,111,8008.29,2373.05,4895.28
0,0,112,8008.29,2373.05,4895.28
0,0,113,8008.29,2553.41,4903.20
0,0,114,8008.29,2597.01,4905.00
0,0,115,8093.89,2597.01,4900.60
0,0,116,8179.99,2597.01,4895.10
0,0,117,8179.99,2597.01,4895.10
0,0,118,8179.99,2597.01,4895.10
0,0,119,8179.99,2597.01,4895.10
0,0,120,8179.99,2641.53,4897.20
0,0,121,8179.99,2731.17,4899.96
0,0,122,8223.86,2731.17,4898.46
0,0,123,8223.86,2775.45,4899.96
0,0,124,8223.86,2820.14,4900.64
0,0,125,8223.86,2864.14,4901.60
0,0,126,8267.46,2864.14,4900.64
0,0,127,8267.46,2908.14,4901.60
0,0,128,8311.06,2908.14,4900.64
0,0,129,8311.06,3140.70,4892.88
0,0,130,8355.13,3140.70,4894.03
0,0,131,8355.13,3185.16,4892.88
0,0,132,8355.13,3185.16,4892.88
0,0,133,8399.20,3185.16,4894.03
0,0,134,8442.88,3185.16,4894.40
0,0,135,8442.88,3229.23,4894.03
0,0,136,8486.56,3229.23,4894.40
0,0,137,8529.85,3229.23,4893.99
0,0,138,8529.85,3229.23,4893.99
0,0,139,8573.85,3229.23,4893.90
0,0,140,8617.45,3229.23,4893.01
0,0,141,8617.45,3229.23,4893.01
0,0,142,8617.45,3320.25,4891.77
0,0,143,8617.45,3365.05,4891.04
0,0,144,8617.45,3365.05,4891.04
0,0,145,8661.85,3365.05,4891.77
0,0,146,8661.85,3365.05,4891.77
0,0,147,8661.85,3365.05,4891.77
0,0,148,8705.85,3365.05,4891.70
0,0,149,8705.85,3409.45,4891.77
0,0,150,8705.85,3409.45,4891.77
0,0,151,8749.85,3409.45,4891.70
0,0,152,8837.33,3409.45,4890.24
0,0,153,8837.33,3454.14,4890.83
0,0,154,8837.33,3545.16,4889.55
0,0,155,8837.33,3589.96,4888.80
0,0,156,8837.33,3727.96,4881.75
0,0,157,8925.47,3727.96,4884.99
0,0,158,8925.47,3727.96,4884.99
0,0,159,8925.47,3727.96,4884.99
0,0,160,8925.47,3727.96,4884.99
0,0,161,8925.47,3727.96,4884.99
0,0,162,8925.47,3727.96,4884.99
0,0,163,8925.47,3818.81,4880.60
0,0,164,8925.47,3818.81,4880.60
0,0,165,8925.47,3818.81,4880.60
0,0,166,8925.47,3862.89,4878.96
0,0,167,8925.47,3907.35,4876.56
0,0,168,8969.55,3907.35,4878.96
0,0,169,9013.25,3907.35,4880.60
0,0,170,9013.25,3951.43,4878.96
0,0,171,9056.95,3951.43,4880.60
0,0,172,9056.95,3951.43,4880.60
0,0,173,9100.27,3951.43,4881.48
0,0,174,9100.27,3996.28,4879.45
0,0,175,9187.28,3996.28,4881.60
0,0,176,9317.08,3996.28,4881.80
0,0,177,9360.68,3996.28,4881.02
0,0,178,9360.68,3996.28,4881.02
0,0,179,9360.68,3996.28,4881.02
0,0,180,9360.68,3996.28,4881.02
0,0,181,9447.35,3996.28,4878.13
0,0,182,9447.35,4086.75,4878.84
0,0,183,9490.55,4086.75,4877.28
