Performance Struct Name:,Performance_01
Portfolio Tracked:,Portfolio_01

Year,Month,Day,Total Investment,Total Revenue,Total Value,
0,0,378,190.44,71.52,124.08,
0,0,379,190.44,71.52,124.08,
0,0,380,190.44,71.52,124.08,
0,0,381,190.44,71.52,124.08,
0,0,382,190.44,71.52,124.08,
0,0,383,190.44,71.52,124.08,
0,0,384,190.44,71.52,124.08,
0,0,385,190.44,71.52,124.08,
0,0,386,190.44,71.52,124.08,
0,0,387,190.44,71.52,124.08,
0,0,388,190.44,71.52,124.08,
0,0,389,190.44,71.52,124.08,
0,0,390,190.44,71.52,124.08,
0,0,391,190.44,71.52,124.08,
0,0,392,190.44,71.52,124.08,
0,0,393,190.44,71.52,124.08,
0,0,394,190.44,71.52,124.08,
0,0,395,190.44,71.52,124.08,
0,0,396,190.44,71.52,124.08,
0,0,397,190.44,71.52,124.08,
0,0,398,190.44,71.52,124.08,
0,0,399,190.44,71.52,124.08,
0,0,400,190.44,71.52,124.08,
0,0,401,190.44,71.52,124.08,
0,0,402,190.44,71.52,124.08,
0,0,403,190.44,71.52,124.08,
0,0,404,190.44,71.52,124.08,
0,0,405,190.44,71.52,124.08,
0,0,406,190.44,71.52,124.08,
0,0,407,190.44,71.52,124.08,
0,0,408,190.44,71.52,124.08,
0,0,409,190.44,71.52,124.08,
0,0,410,190.44,71.52,124.08,
0,0,411,190.44,71.52,124.08,
0,0,412,190.44,71.52,124.08,
0,0,413,190.44,71.52,124.08,
0,0,414,190.44,71.52,124.08,
0,0,415,190.44,71.52,124.08,
0,0,416,190.44,71.52,124.08,
0,0,417,190.44,71.52,124.08,
0,0,418,190.44,86.32,124.32,
0,0,419,190.44,86.32,124.32,
0,0,420,190.44,86.32,124.32,
0,0,421,190.44,86.32,124.32,
0,0,422,190.44,86.32,124.32,
0,0,423,190.44,86.32,124.32,
0,0,424,190.44,86.32,124.32,
0,0,425,190.44,86.32,124.32,
0,0,426,190.44,86.32,124.32,
0,0,427,190.44,86.32,124.32,
0,0,428,190.44,86.32,124.32,
0,0,429,190.44,86.32,124.32,
0,0,430,190.44,86.32,124.32,
0,0,431,190.44,86.32,124.32,
0,0,432,190.44,86.32,124.32,
0,0,433,190.44,86.32,124.32,
0,0,434,190.44,86.32,124.32,
0,0,435,190.44,86.32,124.32,
0,0,436,190.44,86.32,124.32,
0,0,437,190.44,86.32,124.32,
0,0,438,190.44,86.32,124.32,
0,0,439,190.44,86.32,124.32,
0,0,440,190.44,86.32,124.32,
0,0,441,190.44,86.32,124.32,
0,0,442,190.44,86.32,124.32,
0,0,443,190.44,86.32,124.32,
0,0,444,190.44,86.32,124.32,
0,0,445,190.44,86.32,124.32,
0,0,446,190.44,86.32,124.32,
0,0,447,190.44,86.32,124.32,
0,0,448,190.44,86.32,124.32,
0,0,449,190.44,86.32,124.32,
0,0,450,190.44,86.32,124.32,
0,0,451,190.44,86.32,124.32,
0,0,452,190.44,86.32,124.32,
0,0,453,190.44,86.32,124.32,
0,0,454,190.44,86.32,124.32,
0,0,455,190.44,86.32,124.32,
0,0,456,190.44,86.32,124.32,
0,0,457,190.44,86.32,124.32,
0,0,458,190.44,86.32,124.32,
0,0,459,190.44,86.32,124.32,
0,0,460,190.44,86.32,124.32,
0,0,461,190.44,86.32,124.32,
0,0,462,190.44,86.32,124.32,
0,0,463,190.44,86.32,124.32,
0,0,464,190.44,86.32,124.32,
0,0,465,190.44,86.32,124.32,
0,0,466,190.44,86.32,124.32,
0,0,467,190.44,86.32,124.32,
0,0,468,190.44,86.32,124.32,
0,0,469,190.44,86.32,124.32,
0,0,470,190.44,86.32,124.32,
0,0,471,190.44,86.32,124.32,
0,0,472,190.44,86.32,124.32,
0,0,473,190.44,86.32,124.32,
0,0,474,190.44,86.32,124.32,
0,0,475,190.44,86.32,124.32,
0,0,476,190.44,86.32,124.32,
0,0,477,190.44,86.32,124.32,
0,0,478,190.44,86.32,124.32,
0,0,479,190.44,86.32,124.32,
0,0,480,190.44,86.32,124.32,
0,0,481,190.44,86.32,124.32,
0,0,482,190.44,86.32,124.32,
0,0,483,190.44,86.32,124.32,
0,0,484,190.44,86.32,124.32,
0,0,485,190.44,86.32,124.32,
0,0,486,190.44,86.32,124.32,
0,0,487,190.44,86.32,124.32,
0,0,488,190.44,86.32,124.32,
0,0,489,190.44,86.32,124.32,
0,0,490,190.44,86.32,124.32,
0,0,491,190.44,86.32,124.32,
0,0,492,190.44,86.32,124.32,
0,0,493,190.44,86.32,124.32,
0,0,494,190.44,86.32,124.32,
0,0,495,190.44,86.32,124.32,
0,0,496,190.44,86.32,124.32,
0,0,497,190.44,86.32,124.32,
0,0,498,190.44,86.32,124.32,
0,0,499,190.44,86.32,124.32,
0,0,500,190.44,86.32,124.32,
0,0,501,190.44,86.32,124.32,
0,0,502,190.44,86.32,124.32,
0,0,503,190.44,86.32,124.32,
0,0,504,190.44,86.32,124.32,
0,0,505,190.44,86.32,124.32,
0,0,506,190.44,86.32,124.32,
0,0,507,190.44,86.32,124.32,
0,0,508,190.44,86.32,124.32,
0,0,509,190.44,86.32,124.32,
0,0,510,190.44,86.32,124.32,
0,0,511,190.44,86.32,124.32,
0,0,512,190.44,86.32,124.32,
0,0,513,190.44,86.32,124.32,
0,0,514,190.44,86.32,124.32,
0,0,515,190.44,86.32,124.32,
0,0,516,190.44,86.32,124.32,
0,0,517,190.44,86.32,124.32,
0,0,518,190.44,86.32,124.32,
0,0,519,190.44,86.32,124.32,
0,0,520,190.44,106.84,123.12,
0,0,521,190.44,106.84,123.12,
0,0,522,190.44,106.84,123.12,
0,0,523,190.44,106.84,123.12,
0,0,524,190.44,106.84,123.12,
0,0,525,190.44,106.84,123.12,
0,0,526,190.44,106.84,123.12,
0,0,527,190.44,106.84,123.12,
0,0,528,190.44,106.84,123.12,
0,0,529,190.44,106.84,123.12,
0,0,530,190.44,106.84,123.12,
0,0,531,190.44,106.84,123.12,
0,0,532,190.44,106.84,123.12,
0,0,533,190.44,106.84,123.12,
0,0,534,190.44,106.84,123.12,
0,0,535,190.44,106.84,123.12,
0,0,536,190.44,106.84,123.12,
0,0,537,190.44,106.84,123.12,
0,0,538,190.44,106.84,123.12,
0,0,539,190.44,106.84,123.12,
0,0,540,190.44,106.84,123.12,
0,0,541,190.44,106.84,123.12,
0,0,542,190.44,106.84,123.12,
0,0,543,190.44,106.84,123.12,
0,0,544,190.44,106.84,123.12,
0,0,545,190.44,106.84,123.12,
0,0,546,190.44,106.84,123.12,
0,0,547,190.44,106.84,123.12,
0,0,548,190.44,106.84,123.12,
0,0,549,190.44,106.84,123.12,
0,0,550,190.44,106.84,123.12,
0,0,551,190.44,106.84,123.12,
0,0,552,190.44,106.84,123.12,
0,0,553,190.44,106.84,123.12,
0,0,554,190.44,106.84,123.12,
0,0,555,190.44,106.84,123.12,
0,0,556,203.94,106.84,121.50,
0,0,557,203.94,106.84,121.50,
0,0,558,203.94,106.84,121.50,
0,0,559,203.94,106.84,121.50,
0,0,560,203.94,106.84,121.50,
0,0,561,203.94,106.84,121.50,
0,0,562,203.94,106.84,121.50,
0,0,563,203.94,106.84,121.50,
0,0,564,203.94,106.84,121.50,
0,0,565,203.94,106.84,121.50,
0,0,566,203.94,106.84,121.50,
0,0,567,203.94,106.84,121.50,
0,0,568,203.94,106.84,121.50,
0,0,569,203.94,106.84,121.50,
0,0,570,203.94,106.84,121.50,
0,0,571,203.94,106.84,121.50,
0,0,572,203.94,106.84,121.50,
0,0,573,203.94,106.84,121.50,
0,0,574,203.94,106.84,121.50,
0,0,575,203.94,106.84,121.50,
0,0,576,203.94,106.84,121.50,
0,0,577,203.94,106.84,121.50,
0,0,578,203.94,106.84,121.50,
0,0,579,203.94,106.84,121.50,
0,0,580,203.94,106.84,121.50,
0,0,581,203.94,106.84,121.50,
0,0,582,203.94,106.84,121.50,
0,0,583,203.94,106.84,121.50,
0,0,584,203.94,122.05,121.68,
0,0,585,203.94,122.05,121.68,
0,0,586,203.94,122.05,121.68,
0,0,587,203.94,122.05,121.68,
0,0,588,203.94,122.05,121.68,
0,0,589,203.94,122.05,121.68,
0,0,590,203.94,122.05,121.68,
0,0,591,203.94,122.05,121.68,
0,0,592,203.94,122.05,121.68,
0,0,593,203.94,122.05,121.68,
0,0,594,203.94,122.05,121.68,
0,0,595,203.94,122.05,121.68,
0,0,596,203.94,122.05,121.68,
0,0,597,203.94,122.05,121.68,
0,0,598,203.94,122.05,121.68,
0,0,599,203.94,122.05,121.68,
0,0,600,203.94,122.05,121.68,
0,0,601,203.94,122.05,121.68,
0,0,602,203.94,122.05,121.68,
0,0,603,203.94,122.05,121.68,
0,0,604,203.94,122.05,121.68,
0,0,605,203.94,122.05,121.68,
0,0,606,203.94,122.05,121.68,
0,0,607,203.94,122.05,121.68,
0,0,608,203.94,122.05,121.68,
0,0,609,203.94,122.05,121.68,
0,0,610,203.94,122.05,121.68,
0,0,611,203.94,122.05,121.68,
0,0,612,203.94,122.05,121.68,
0,0,613,203.94,122.05,121.68,
0,0,614,203.94,122.05,121.68,
0,0,615,203.94,122.05,121.68,
0,0,616,203.94,122.05,121.68,
0,0,617,203.94,122.05,121.68,
0,0,618,203.94,122.05,121.68,
0,0,619,203.94,122.05,121.68,
0,0,620,203.94,122.05,121.68,
0,0,621,203.94,122.05,121.68,
0,0,622,203.94,122.05,121.68,
0,0,623,203.94,139.15,119.70,
0,0,624,218.70,139.15,118.08,
0,0,625,218.70,139.15,118.08,
0,0,626,218.70,139.15,118.08,
0,0,627,218.70,139.15,118.08,
0,0,628,218.70,139.15,118.08,
0,0,629,218.70,139.15,118.08,
0,0,630,218.70,139.15,118.08,
0,0,631,218.70,139.15,118.08,
0,0,632,218.70,139.15,118.08,
0,0,633,218.70,139.15,118.08,
0,0,634,218.70,139.15,118.08,
0,0,635,218.70,139.15,118.08,
0,0,636,218.70,139.15,118.08,
0,0,637,218.70,139.15,118.08,
0,0,638,218.70,139.15,118.08,
0,0,639,218.70,139.15,118.08,
0,0,640,218.70,139.15,118.08,
0,0,641,218.70,139.15,118.08,
0,0,642,218.70,139.15,118.08,
0,0,643,218.70,139.15,118.08,
0,0,644,218.70,139.15,118.08,
0,0,645,218.70,139.15,118.08,
0,0,646,218.70,139.15,118.08,
0,0,647,218.70,139.15,118.08,
0,0,648,218.70,139.15,118.08,
0,0,649,218.70,139.15,118.08,
0,0,650,218.70,139.15,118.08,
0,0,651,218.70,139.15,118.08,
0,0,652,218.70,139.15,118.08,
0,0,653,218.70,139.15,118.08,
0,0,654,218.70,139.15,118.08,
0,0,655,218.70,139.15,118.08,
0,0,656,218.70,139.15,118.08,
0,0,657,218.70,139.15,118.08,
0,0,658,218.70,139.15,118.08,
0,0,659,218.70,139.15,118.08,
0,0,660,218.70,139.15,118.08,
0,0,661,218.70,139.15,118.08,
0,0,662,218.70,139.15,118.08,
0,0,663,218.70,139.15,118.08,
0,0,664,218.70,139.15,118.08,
0,0,665,218.70,139.15,118.08,
0,0,666,218.70,139.15,118.08,
0,0,667,218.70,139.15,118.08,
0,0,668,218.70,139.15,118.08,
0,0,669,218.70,139.15,118.08,
0,0,670,218.70,139.15,118.08,
0,0,671,218.70,139.15,118.08,
0,0,672,218.70,139.15,118.08,
0,0,673,218.70,139.15,118.08,
0,0,674,218.70,139.15,118.08,
0,0,675,218.70,139.15,118.08,
0,0,676,218.70,139.15,118.08,
0,0,677,218.70,139.15,118.08,
0,0,678,218.70,139.15,118.08,
0,0,679,218.70,139.15,118.08,
0,0,680,218.70,139.15,118.08,
0,0,681,218.70,139.15,118.08,
0,0,682,218.70,139.15,118.08,
0,0,683,218.70,139.15,118.08,
0,0,684,218.70,139.15,118.08,
0,0,685,218.70,139.15,118.08,
0,0,686,218.70,139.15,118.08,
0,0,687,218.70,155.98,117.81,
0,0,688,218.70,155.98,117.81,
0,0,689,218.70,155.98,117.81,
0,0,690,218.70,155.98,117.81,
0,0,691,218.70,155.98,117.81,
0,0,692,218.70,155.98,117.81,
0,0,693,218.70,155.98,117.81,
0,0,694,218.70,155.98,117.81,
0,0,695,218.70,155.98,117.81,
0,0,696,218.70,175.24,115.56,
0,0,697,218.70,175.24,115.56,
0,0,698,218.70,175.24,115.56,
0,0,699,218.70,175.24,115.56,
0,0,700,218.70,175.24,115.56,
0,0,701,218.70,175.24,115.56,
0,0,702,218.70,175.24,115.56,
0,0,703,218.70,175.24,115.56,
0,0,704,218.70,175.24,115.56,
0,0,705,218.70,175.24,115.56,
0,0,706,218.70,175.24,115.56,
0,0,707,218.70,175.24,115.56,
0,0,708,218.70,175.24,115.56,
0,0,709,218.70,175.24,115.56,
0,0,710,218.70,175.24,115.56,
0,0,711,218.70,175.24,115.56,
0,0,712,218.70,175.24,115.56,
0,0,713,218.70,175.24,115.56,
0,0,714,218.70,175.24,115.56,
0,0,715,218.70,175.24,115.56,
0,0,716,218.70,175.24,115.56,
0,0,717,218.70,175.24,115.56,
0,0,718,218.70,175.24,115.56,
0,0,719,218.70,175.24,115.56,
0,0,720,218.70,175.24,115.56,
0,0,721,218.70,175.24,115.56,
0,0,722,218.70,175.24,115.56,
0,0,723,218.70,175.24,115.56,
0,0,724,218.70,175.24,115.56,
0,0,725,218.70,175.24,115.56,
0,0,726,218.70,175.24,115.56,
0,0,727,218.70,175.24,115.56,
0,0,728,218.70,175.24,115.56,
0,0,729,218.70,175.24,115.56,
