Name,Stock_D
Symbol,DDD
Exchange,Exchange_01
Current Price,-1859.86

Stock Activity

Year,Month,Day,High,Low,Close,Volume
0,0,126,-1.00,-1.00,466.15,-1
0,0,127,-1.00,-1.00,444.22,-1
0,0,128,-1.00,-1.00,489.03,-1
0,0,129,-1.00,-1.00,478.07,-1
0,0,130,-1.00,-1.00,495.41,-1
0,0,131,-1.00,-1.00,499.56,-1
0,0,132,-1.00,-1.00,516.89,-1
0,0,133,-1.00,-1.00,551.31,-1
0,0,134,-1.00,-1.00,592.05,-1
0,0,135,-1.00,-1.00,551.26,-1
0,0,136,-1.00,-1.00,544.01,-1
0,0,137,-1.00,-1.00,557.88,-1
0,0,138,-1.00,-1.00,539.05,-1
0,0,139,-1.00,-1.00,554.45,-1
0,0,140,-1.00,-1.00,596.72,-1
0,0,141,-1.00,-1.00,613.37,-1
0,0,142,-1.00,-1.00,591.66,-1
0,0,143,-1.00,-1.00,619.73,-1
0,0,144,-1.00,-1.00,622.26,-1
0,0,145,-1.00,-1.00,689.90,-1
0,0,146,-1.00,-1.00,685.33,-1
0,0,147,-1.00,-1.00,718.45,-1
0,0,148,-1.00,-1.00,683.37,-1
0,0,149,-1.00,-1.00,688.85,-1
0,0,150,-1.00,-1.00,691.61,-1
0,0,151,-1.00,-1.00,695.17,-1
0,0,152,-1.00,-1.00,680.33,-1
0,0,153,-1.00,-1.00,636.69,-1
0,0,154,-1.00,-1.00,606.46,-1
0,0,155,-1.00,-1.00,625.75,-1
0,0,156,-1.00,-1.00,581.17,-1
0,0,157,-1.00,-1.00,579.34,-1
0,0,158,-1.00,-1.00,567.21,-1
0,0,159,-1.00,-1.00,565.02,-1
0,0,160,-1.00,-1.00,583.95,-1
0,0,161,-1.00,-1.00,580.87,-1
0,0,162,-1.00,-1.00,563.24,-1
0,0,163,-1.00,-1.00,591.86,-1
0,0,164,-1.00,-1.00,591.22,-1
0,0,165,-1.00,-1.00,561.84,-1
0,0,166,-1.00,-1.00,592.62,-1
0,0,167,-1.00,-1.00,598.10,-1
0,0,168,-1.00,-1.00,577.24,-1
0,0,169,-1.00,-1.00,578.79,-1
0,0,170,-1.00,-1.00,617.79,-1
0,0,171,-1.00,-1.00,636.59,-1
0,0,172,-1.00,-1.00,589.61,-1
0,0,173,-1.00,-1.00,626.70,-1
0,0,174,-1.00,-1.00,599.87,-1
0,0,175,-1.00,-1.00,618.17,-1
0,0,176,-1.00,-1.00,598.75,-1
0,0,177,-1.00,-1.00,611.54,-1
0,0,178,-1.00,-1.00,590.99,-1
0,0,179,-1.00,-1.00,569.86,-1
0,0,180,-1.00,-1.00,549.20,-1
0,0,181,-1.00,-1.00,555.67,-1
0,0,182,-1.00,-1.00,597.54,-1
0,0,183,-1.00,-1.00,611.26,-1
0,0,184,-1.00,-1.00,561.01,-1
0,0,185,-1.00,-1.00,556.14,-1
0,0,186,-1.00,-1.00,576.51,-1
0,0,187,-1.00,-1.00,549.33,-1
0,0,188,-1.00,-1.00,558.12,-1
0,0,189,-1.00,-1.00,568.40,-1
0,0,190,-1.00,-1.00,568.15,-1
0,0,191,-1.00,-1.00,569.70,-1
0,0,192,-1.00,-1.00,567.87,-1
0,0,193,-1.00,-1.00,570.05,-1
0,0,194,-1.00,-1.00,585.92,-1
0,0,195,-1.00,-1.00,576.92,-1
0,0,196,-1.00,-1.00,540.19,-1
0,0,197,-1.00,-1.00,508.49,-1
0,0,198,-1.00,-1.00,483.42,-1
0,0,199,-1.00,-1.00,488.91,-1
0,0,200,-1.00,-1.00,480.66,-1
0,0,201,-1.00,-1.00,469.99,-1
0,0,202,-1.00,-1.00,448.70,-1
0,0,203,-1.00,-1.00,441.74,-1
0,0,204,-1.00,-1.00,453.68,-1
0,0,205,-1.00,-1.00,446.89,-1
0,0,206,-1.00,-1.00,437.23,-1
0,0,207,-1.00,-1.00,413.32,-1
0,0,208,-1.00,-1.00,408.49,-1
0,0,209,-1.00,-1.00,388.69,-1
0,0,210,-1.00,-1.00,382.31,-1
0,0,211,-1.00,-1.00,358.80,-1
0,0,212,-1.00,-1.00,387.75,-1
0,0,213,-1.00,-1.00,371.39,-1
0,0,214,-1.00,-1.00,413.59,-1
0,0,215,-1.00,-1.00,409.77,-1
0,0,216,-1.00,-1.00,403.39,-1
0,0,217,-1.00,-1.00,388.70,-1
0,0,218,-1.00,-1.00,371.99,-1
0,0,219,-1.00,-1.00,380.84,-1
0,0,220,-1.00,-1.00,338.04,-1
0,0,221,-1.00,-1.00,327.23,-1
0,0,222,-1.00,-1.00,308.00,-1
0,0,223,-1.00,-1.00,302.74,-1
0,0,224,-1.00,-1.00,302.46,-1
0,0,225,-1.00,-1.00,316.12,-1
0,0,226,-1.00,-1.00,292.09,-1
0,0,227,-1.00,-1.00,299.87,-1
0,0,228,-1.00,-1.00,294.35,-1
0,0,229,-1.00,-1.00,272.44,-1
0,0,230,-1.00,-1.00,277.16,-1
0,0,231,-1.00,-1.00,250.46,-1
0,0,232,-1.00,-1.00,243.53,-1
0,0,233,-1.00,-1.00,245.27,-1
0,0,234,-1.00,-1.00,256.71,-1
0,0,235,-1.00,-1.00,229.70,-1
0,0,236,-1.00,-1.00,206.89,-1
0,0,237,-1.00,-1.00,147.11,-1
0,0,238,-1.00,-1.00,162.20,-1
0,0,239,-1.00,-1.00,148.45,-1
0,0,240,-1.00,-1.00,176.64,-1
0,0,241,-1.00,-1.00,147.65,-1
0,0,242,-1.00,-1.00,130.04,-1
0,0,243,-1.00,-1.00,139.60,-1
0,0,244,-1.00,-1.00,158.37,-1
0,0,245,-1.00,-1.00,165.65,-1
0,0,246,-1.00,-1.00,188.30,-1
0,0,247,-1.00,-1.00,174.98,-1
0,0,248,-1.00,-1.00,210.70,-1
0,0,249,-1.00,-1.00,260.05,-1
0,0,250,-1.00,-1.00,263.04,-1
0,0,251,-1.00,-1.00,250.46,-1
0,0,252,-1.00,-1.00,264.77,-1
0,0,253,-1.00,-1.00,299.93,-1
0,0,254,-1.00,-1.00,327.53,-1
0,0,255,-1.00,-1.00,334.66,-1
0,0,256,-1.00,-1.00,305.09,-1
0,0,257,-1.00,-1.00,327.74,-1
0,0,258,-1.00,-1.00,313.60,-1
0,0,259,-1.00,-1.00,319.86,-1
0,0,260,-1.00,-1.00,326.17,-1
0,0,261,-1.00,-1.00,323.88,-1
0,0,262,-1.00,-1.00,312.33,-1
0,0,263,-1.00,-1.00,314.50,-1
0,0,264,-1.00,-1.00,320.09,-1
0,0,265,-1.00,-1.00,312.23,-1
0,0,266,-1.00,-1.00,292.71,-1
0,0,267,-1.00,-1.00,334.27,-1
0,0,268,-1.00,-1.00,299.65,-1
0,0,269,-1.00,-1.00,300.36,-1
0,0,270,-1.00,-1.00,257.58,-1
0,0,271,-1.00,-1.00,263.99,-1
0,0,272,-1.00,-1.00,238.77,-1
0,0,273,-1.00,-1.00,217.42,-1
0,0,274,-1.00,-1.00,210.47,-1
0,0,275,-1.00,-1.00,212.72,-1
0,0,276,-1.00,-1.00,158.42,-1
0,0,277,-1.00,-1.00,149.96,-1
0,0,278,-1.00,-1.00,104.27,-1
0,0,279,-1.00,-1.00,76.08,-1
0,0,280,-1.00,-1.00,99.47,-1
0,0,281,-1.00,-1.00,86.14,-1
0,0,282,-1.00,-1.00,47.68,-1
0,0,283,-1.00,-1.00,54.56,-1
0,0,284,-1.00,-1.00,78.96,-1
0,0,285,-1.00,-1.00,67.56,-1
0,0,286,-1.00,-1.00,56.49,-1
0,0,287,-1.00,-1.00,74.19,-1
0,0,288,-1.00,-1.00,99.03,-1
0,0,289,-1.00,-1.00,63.01,-1
0,0,290,-1.00,-1.00,56.88,-1
0,0,291,-1.00,-1.00,91.46,-1
0,0,292,-1.00,-1.00,97.24,-1
0,0,293,-1.00,-1.00,87.59,-1
0,0,294,-1.00,-1.00,88.54,-1
0,0,295,-1.00,-1.00,90.54,-1
0,0,296,-1.00,-1.00,98.02,-1
0,0,297,-1.00,-1.00,96.56,-1
0,0,298,-1.00,-1.00,71.96,-1
0,0,299,-1.00,-1.00,62.80,-1
0,0,300,-1.00,-1.00,55.67,-1
0,0,301,-1.00,-1.00,85.17,-1
0,0,302,-1.00,-1.00,117.22,-1
0,0,303,-1.00,-1.00,62.20,-1
0,0,304,-1.00,-1.00,80.71,-1
0,0,305,-1.00,-1.00,34.93,-1
0,0,306,-1.00,-1.00,20.17,-1
0,0,307,-1.00,-1.00,48.96,-1
0,0,308,-1.00,-1.00,56.10,-1
0,0,309,-1.00,-1.00,71.05,-1
0,0,310,-1.00,-1.00,92.01,-1
0,0,311,-1.00,-1.00,79.08,-1
0,0,312,-1.00,-1.00,58.81,-1
0,0,313,-1.00,-1.00,55.00,-1
0,0,314,-1.00,-1.00,30.98,-1
0,0,315,-1.00,-1.00,30.73,-1
0,0,316,-1.00,-1.00,34.33,-1
0,0,317,-1.00,-1.00,67.04,-1
0,0,318,-1.00,-1.00,83.09,-1
0,0,319,-1.00,-1.00,75.00,-1
0,0,320,-1.00,-1.00,72.05,-1
0,0,321,-1.00,-1.00,102.80,-1
0,0,322,-1.00,-1.00,115.90,-1
0,0,323,-1.00,-1.00,128.52,-1
0,0,324,-1.00,-1.00,157.31,-1
0,0,325,-1.00,-1.00,154.42,-1
0,0,326,-1.00,-1.00,186.73,-1
0,0,327,-1.00,-1.00,142.45,-1
0,0,328,-1.00,-1.00,167.52,-1
0,0,329,-1.00,-1.00,144.83,-1
0,0,330,-1.00,-1.00,141.61,-1
0,0,331,-1.00,-1.00,160.23,-1
0,0,332,-1.00,-1.00,163.63,-1
0,0,333,-1.00,-1.00,194.10,-1
0,0,334,-1.00,-1.00,180.10,-1
0,0,335,-1.00,-1.00,148.67,-1
0,0,336,-1.00,-1.00,116.98,-1
0,0,337,-1.00,-1.00,119.48,-1
0,0,338,-1.00,-1.00,130.70,-1
0,0,339,-1.00,-1.00,143.45,-1
0,0,340,-1.00,-1.00,108.91,-1
0,0,341,-1.00,-1.00,118.92,-1
0,0,342,-1.00,-1.00,132.08,-1
0,0,343,-1.00,-1.00,130.26,-1
0,0,344,-1.00,-1.00,141.96,-1
0,0,345,-1.00,-1.00,171.56,-1
0,0,346,-1.00,-1.00,204.95,-1
0,0,347,-1.00,-1.00,183.83,-1
0,0,348,-1.00,-1.00,174.08,-1
0,0,349,-1.00,-1.00,159.56,-1
0,0,350,-1.00,-1.00,141.34,-1
0,0,351,-1.00,-1.00,143.75,-1
0,0,352,-1.00,-1.00,110.93,-1
0,0,353,-1.00,-1.00,74.68,-1
0,0,354,-1.00,-1.00,86.98,-1
0,0,355,-1.00,-1.00,44.43,-1
0,0,356,-1.00,-1.00,47.53,-1
0,0,357,-1.00,-1.00,37.33,-1
0,0,358,-1.00,-1.00,47.97,-1
0,0,359,-1.00,-1.00,46.12,-1
0,0,360,-1.00,-1.00,57.63,-1
0,0,361,-1.00,-1.00,65.72,-1
0,0,362,-1.00,-1.00,26.68,-1
0,0,363,-1.00,-1.00,59.63,-1
0,0,364,-1.00,-1.00,69.06,-1
0,0,365,-1.00,-1.00,88.04,-1
0,0,366,-1.00,-1.00,74.60,-1
0,0,367,-1.00,-1.00,90.93,-1
0,0,368,-1.00,-1.00,64.28,-1
0,0,369,-1.00,-1.00,57.29,-1
0,0,370,-1.00,-1.00,16.95,-1
0,0,371,-1.00,-1.00,11.47,-1
0,0,372,-1.00,-1.00,-12.05,-1
0,0,373,-1.00,-1.00,17.22,-1
0,0,374,-1.00,-1.00,44.14,-1
0,0,375,-1.00,-1.00,67.80,-1
0,0,376,-1.00,-1.00,66.48,-1
0,0,377,-1.00,-1.00,78.02,-1
0,0,378,-1.00,-1.00,83.37,-1
0,0,379,-1.00,-1.00,97.86,-1
0,0,380,-1.00,-1.00,91.71,-1
0,0,381,-1.00,-1.00,82.93,-1
0,0,382,-1.00,-1.00,129.81,-1
0,0,383,-1.00,-1.00,150.38,-1
0,0,384,-1.00,-1.00,158.44,-1
0,0,385,-1.00,-1.00,138.13,-1
0,0,386,-1.00,-1.00,139.81,-1
0,0,387,-1.00,-1.00,151.74,-1
0,0,388,-1.00,-1.00,124.28,-1
0,0,389,-1.00,-1.00,126.61,-1
0,0,390,-1.00,-1.00,133.53,-1
0,0,391,-1.00,-1.00,139.11,-1
0,0,392,-1.00,-1.00,141.31,-1
0,0,393,-1.00,-1.00,122.96,-1
0,0,394,-1.00,-1.00,97.56,-1
0,0,395,-1.00,-1.00,104.61,-1
0,0,396,-1.00,-1.00,67.42,-1
0,0,397,-1.00,-1.00,56.87,-1
0,0,398,-1.00,-1.00,34.50,-1
0,0,399,-1.00,-1.00,39.16,-1
0,0,400,-1.00,-1.00,6.21,-1
0,0,401,-1.00,-1.00,8.93,-1
0,0,402,-1.00,-1.00,36.69,-1
0,0,403,-1.00,-1.00,52.80,-1
0,0,404,-1.00,-1.00,88.49,-1
0,0,405,-1.00,-1.00,99.21,-1
0,0,406,-1.00,-1.00,104.89,-1
0,0,407,-1.00,-1.00,110.20,-1
0,0,408,-1.00,-1.00,123.53,-1
0,0,409,-1.00,-1.00,76.37,-1
0,0,410,-1.00,-1.00,94.31,-1
0,0,411,-1.00,-1.00,114.70,-1
0,0,412,-1.00,-1.00,94.43,-1
0,0,413,-1.00,-1.00,64.49,-1
0,0,414,-1.00,-1.00,46.90,-1
0,0,415,-1.00,-1.00,33.82,-1
0,0,416,-1.00,-1.00,13.72,-1
0,0,417,-1.00,-1.00,1.45,-1
0,0,418,-1.00,-1.00,31.00,-1
0,0,419,-1.00,-1.00,6.51,-1
0,0,420,-1.00,-1.00,6.94,-1
0,0,421,-1.00,-1.00,0.71,-1
0,0,422,-1.00,-1.00,1.76,-1
0,0,423,-1.00,-1.00,-36.59,-1
0,0,424,-1.00,-1.00,-34.79,-1
0,0,425,-1.00,-1.00,-1.74,-1
0,0,426,-1.00,-1.00,-21.85,-1
0,0,427,-1.00,-1.00,-34.35,-1
0,0,428,-1.00,-1.00,-33.20,-1
0,0,429,-1.00,-1.00,-38.50,-1
0,0,430,-1.00,-1.00,-53.19,-1
0,0,431,-1.00,-1.00,-50.58,-1
0,0,432,-1.00,-1.00,-54.02,-1
0,0,433,-1.00,-1.00,-37.57,-1
0,0,434,-1.00,-1.00,-64.59,-1
0,0,435,-1.00,-1.00,-78.64,-1
0,0,436,-1.00,-1.00,-63.27,-1
0,0,437,-1.00,-1.00,-85.76,-1
0,0,438,-1.00,-1.00,-110.25,-1
0,0,439,-1.00,-1.00,-104.13,-1
0,0,440,-1.00,-1.00,-117.01,-1
0,0,441,-1.00,-1.00,-128.38,-1
0,0,442,-1.00,-1.00,-125.63,-1
0,0,443,-1.00,-1.00,-153.34,-1
0,0,444,-1.00,-1.00,-174.27,-1
0,0,445,-1.00,-1.00,-244.89,-1
0,0,446,-1.00,-1.00,-254.45,-1
0,0,447,-1.00,-1.00,-268.87,-1
0,0,448,-1.00,-1.00,-273.99,-1
0,0,449,-1.00,-1.00,-276.54,-1
0,0,450,-1.00,-1.00,-257.52,-1
0,0,451,-1.00,-1.00,-279.43,-1
0,0,452,-1.00,-1.00,-335.33,-1
0,0,453,-1.00,-1.00,-344.73,-1
0,0,454,-1.00,-1.00,-340.97,-1
0,0,455,-1.00,-1.00,-368.22,-1
0,0,456,-1.00,-1.00,-307.21,-1
0,0,457,-1.00,-1.00,-311.00,-1
0,0,458,-1.00,-1.00,-301.60,-1
0,0,459,-1.00,-1.00,-295.36,-1
0,0,460,-1.00,-1.00,-287.12,-1
0,0,461,-1.00,-1.00,-295.34,-1
0,0,462,-1.00,-1.00,-315.15,-1
0,0,463,-1.00,-1.00,-330.02,-1
0,0,464,-1.00,-1.00,-377.41,-1
0,0,465,-1.00,-1.00,-361.68,-1
0,0,466,-1.00,-1.00,-352.81,-1
0,0,467,-1.00,-1.00,-362.12,-1
0,0,468,-1.00,-1.00,-382.38,-1
0,0,469,-1.00,-1.00,-397.13,-1
0,0,470,-1.00,-1.00,-387.88,-1
0,0,471,-1.00,-1.00,-408.14,-1
0,0,472,-1.00,-1.00,-391.75,-1
0,0,473,-1.00,-1.00,-384.12,-1
0,0,474,-1.00,-1.00,-391.13,-1
0,0,475,-1.00,-1.00,-371.25,-1
0,0,476,-1.00,-1.00,-401.30,-1
0,0,477,-1.00,-1.00,-411.08,-1
0,0,478,-1.00,-1.00,-388.78,-1
0,0,479,-1.00,-1.00,-379.74,-1
0,0,480,-1.00,-1.00,-371.85,-1
0,0,481,-1.00,-1.00,-398.67,-1
0,0,482,-1.00,-1.00,-399.92,-1
0,0,483,-1.00,-1.00,-400.84,-1
0,0,484,-1.00,-1.00,-370.86,-1
0,0,485,-1.00,-1.00,-368.46,-1
0,0,486,-1.00,-1.00,-359.43,-1
0,0,487,-1.00,-1.00,-350.05,-1
0,0,488,-1.00,-1.00,-323.35,-1
0,0,489,-1.00,-1.00,-306.68,-1
0,0,490,-1.00,-1.00,-273.14,-1
0,0,491,-1.00,-1.00,-240.82,-1
0,0,492,-1.00,-1.00,-242.97,-1
0,0,493,-1.00,-1.00,-256.72,-1
0,0,494,-1.00,-1.00,-230.62,-1
0,0,495,-1.00,-1.00,-239.63,-1
0,0,496,-1.00,-1.00,-230.85,-1
0,0,497,-1.00,-1.00,-240.96,-1
0,0,498,-1.00,-1.00,-234.63,-1
0,0,499,-1.00,-1.00,-258.46,-1
0,0,500,-1.00,-1.00,-268.33,-1
0,0,501,-1.00,-1.00,-294.68,-1
0,0,502,-1.00,-1.00,-313.46,-1
0,0,503,-1.00,-1.00,-261.08,-1
0,0,504,-1.00,-1.00,-299.54,-1
0,0,505,-1.00,-1.00,-291.45,-1
0,0,506,-1.00,-1.00,-299.84,-1
0,0,507,-1.00,-1.00,-301.80,-1
0,0,508,-1.00,-1.00,-313.34,-1
0,0,509,-1.00,-1.00,-293.73,-1
0,0,510,-1.00,-1.00,-276.72,-1
0,0,511,-1.00,-1.00,-268.95,-1
0,0,512,-1.00,-1.00,-297.72,-1
0,0,513,-1.00,-1.00,-297.64,-1
0,0,514,-1.00,-1.00,-297.32,-1
0,0,515,-1.00,-1.00,-287.14,-1
0,0,516,-1.00,-1.00,-298.94,-1
0,0,517,-1.00,-1.00,-300.52,-1
0,0,518,-1.00,-1.00,-297.35,-1
0,0,519,-1.00,-1.00,-302.76,-1
0,0,520,-1.00,-1.00,-320.92,-1
0,0,521,-1.00,-1.00,-355.44,-1
0,0,522,-1.00,-1.00,-347.52,-1
0,0,523,-1.00,-1.00,-358.59,-1
0,0,524,-1.00,-1.00,-358.89,-1
0,0,525,-1.00,-1.00,-369.84,-1
0,0,526,-1.00,-1.00,-353.74,-1
0,0,527,-1.00,-1.00,-352.57,-1
0,0,528,-1.00,-1.00,-365.95,-1
0,0,529,-1.00,-1.00,-343.24,-1
0,0,530,-1.00,-1.00,-304.53,-1
0,0,531,-1.00,-1.00,-328.72,-1
0,0,532,-1.00,-1.00,-330.35,-1
0,0,533,-1.00,-1.00,-326.84,-1
0,0,534,-1.00,-1.00,-344.84,-1
0,0,535,-1.00,-1.00,-320.36,-1
0,0,536,-1.00,-1.00,-305.31,-1
0,0,537,-1.00,-1.00,-286.43,-1
0,0,538,-1.00,-1.00,-269.52,-1
0,0,539,-1.00,-1.00,-259.76,-1
0,0,540,-1.00,-1.00,-277.92,-1
0,0,541,-1.00,-1.00,-298.91,-1
0,0,542,-1.00,-1.00,-271.23,-1
0,0,543,-1.00,-1.00,-288.61,-1
0,0,544,-1.00,-1.00,-286.76,-1
0,0,545,-1.00,-1.00,-277.03,-1
0,0,546,-1.00,-1.00,-260.31,-1
0,0,547,-1.00,-1.00,-236.69,-1
0,0,548,-1.00,-1.00,-242.39,-1
0,0,549,-1.00,-1.00,-260.24,-1
0,0,550,-1.00,-1.00,-286.63,-1
0,0,551,-1.00,-1.00,-272.56,-1
0,0,552,-1.00,-1.00,-270.84,-1
0,0,553,-1.00,-1.00,-282.93,-1
0,0,554,-1.00,-1.00,-260.36,-1
0,0,555,-1.00,-1.00,-233.69,-1
0,0,556,-1.00,-1.00,-234.53,-1
0,0,557,-1.00,-1.00,-209.10,-1
0,0,558,-1.00,-1.00,-209.68,-1
0,0,559,-1.00,-1.00,-242.37,-1
0,0,560,-1.00,-1.00,-221.97,-1
0,0,561,-1.00,-1.00,-223.92,-1
0,0,562,-1.00,-1.00,-227.68,-1
0,0,563,-1.00,-1.00,-214.92,-1
0,0,564,-1.00,-1.00,-194.83,-1
0,0,565,-1.00,-1.00,-186.89,-1
0,0,566,-1.00,-1.00,-164.77,-1
0,0,567,-1.00,-1.00,-167.72,-1
0,0,568,-1.00,-1.00,-184.93,-1
0,0,569,-1.00,-1.00,-184.18,-1
0,0,570,-1.00,-1.00,-158.12,-1
0,0,571,-1.00,-1.00,-163.59,-1
0,0,572,-1.00,-1.00,-136.10,-1
0,0,573,-1.00,-1.00,-128.03,-1
0,0,574,-1.00,-1.00,-166.89,-1
0,0,575,-1.00,-1.00,-172.37,-1
0,0,576,-1.00,-1.00,-159.50,-1
0,0,577,-1.00,-1.00,-145.71,-1
0,0,578,-1.00,-1.00,-144.76,-1
0,0,579,-1.00,-1.00,-118.43,-1
0,0,580,-1.00,-1.00,-92.01,-1
0,0,581,-1.00,-1.00,-113.51,-1
0,0,582,-1.00,-1.00,-92.51,-1
0,0,583,-1.00,-1.00,-53.94,-1
0,0,584,-1.00,-1.00,-45.67,-1
0,0,585,-1.00,-1.00,-89.95,-1
0,0,586,-1.00,-1.00,-132.58,-1
0,0,587,-1.00,-1.00,-126.23,-1
0,0,588,-1.00,-1.00,-148.88,-1
0,0,589,-1.00,-1.00,-153.53,-1
0,0,590,-1.00,-1.00,-155.56,-1
0,0,591,-1.00,-1.00,-187.66,-1
0,0,592,-1.00,-1.00,-201.62,-1
0,0,593,-1.00,-1.00,-197.62,-1
0,0,594,-1.00,-1.00,-182.03,-1
