Transaction,Year,Month,Day,Hour,Minute,Second,Symbol,Price,Shares,Total
BUY,0,0,137,0,0,0.000,GIS,1.32,28,36.96
BUY,0,0,138,0,0,0.000,GIS,1.30,57,74.10
SELL,0,0,139,0,0,0.000,GIS,1.31,28,36.68
SELL,0,0,142,0,0,0.000,GIS,1.32,28,36.96
SELL,0,0,144,0,0,0.000,GIS,1.33,28,37.24
SELL,0,0,145,0,0,0.000,GIS,1.36,84,114.24
SELL,0,0,146,0,0,0.000,GIS,1.37,27,36.99
BUY,0,0,147,0,0,0.000,GIS,1.36,27,36.72
BUY,0,0,148,0,0,0.000,GIS,1.34,55,73.70
SELL,0,0,149,0,0,0.000,GIS,1.35,27,36.45
BUY,0,0,152,0,0,0.000,GIS,1.34,27,36.18
SELL,0,0,153,0,0,0.000,GIS,1.35,27,36.45
BUY,0,0,156,0,0,0.000,GIS,1.34,27,36.18
BUY,0,0,158,0,0,0.000,GIS,1.33,27,35.91
BUY,0,0,160,0,0,0.000,GIS,1.32,27,35.64
BUY,0,0,162,0,0,0.000,GIS,1.30,56,72.80
SELL,0,0,163,0,0,0.000,GIS,1.31,28,36.68
BUY,0,0,164,0,0,0.000,GIS,1.29,56,72.24
BUY,0,0,165,0,0,0.000,GIS,1.22,200,244.00
BUY,0,0,166,0,0,0.000,GIS,1.21,30,36.30
SELL,0,0,167,0,0,0.000,GIS,1.22,30,36.60
BUY,0,0,168,0,0,0.000,GIS,1.21,30,36.30
BUY,0,0,169,0,0,0.000,GIS,1.19,61,72.59
BUY,0,0,172,0,0,0.000,GIS,1.18,31,36.58
BUY,0,0,173,0,0,0.000,GIS,1.16,62,71.92
BUY,0,0,174,0,0,0.000,GIS,1.15,31,35.65
BUY,0,0,175,0,0,0.000,GIS,1.14,32,36.48
SELL,0,0,177,0,0,0.000,GIS,1.15,32,36.80
BUY,0,0,178,0,0,0.000,GIS,1.14,32,36.48
SELL,0,0,179,0,0,0.000,GIS,1.16,65,75.40
SELL,0,0,180,0,0,0.000,GIS,1.22,192,234.24
BUY,0,0,181,0,0,0.000,GIS,1.21,30,36.30
BUY,0,0,189,0,0,0.000,GIS,1.20,30,36.00
BUY,0,0,190,0,0,0.000,GIS,1.19,31,36.89
SELL,0,0,191,0,0,0.000,GIS,1.21,62,75.02
BUY,0,0,196,0,0,0.000,GIS,1.20,31,37.20
BUY,0,0,198,0,0,0.000,GIS,1.18,62,73.16
SELL,0,0,203,0,0,0.000,GIS,1.19,32,38.08
BUY,0,0,206,0,0,0.000,GIS,1.18,31,36.58
SELL,0,0,208,0,0,0.000,GIS,1.19,32,38.08
BUY,0,0,209,0,0,0.000,GIS,1.18,32,37.76
SELL,0,0,211,0,0,0.000,GIS,1.19,32,38.08
SELL,0,0,213,0,0,0.000,GIS,1.20,32,38.40
SELL,0,0,214,0,0,0.000,GIS,1.22,64,78.08
SELL,0,0,216,0,0,0.000,GIS,1.23,31,38.13
SELL,0,0,218,0,0,0.000,GIS,1.24,31,38.44
SELL,0,0,219,0,0,0.000,GIS,1.25,31,38.75
BUY,0,0,220,0,0,0.000,GIS,1.24,30,37.20
SELL,0,0,221,0,0,0.000,GIS,1.25,31,38.75
SELL,0,0,222,0,0,0.000,GIS,1.28,93,119.04
BUY,0,0,224,0,0,0.000,GIS,1.27,30,38.10
SELL,0,0,226,0,0,0.000,GIS,1.30,91,118.30
BUY,0,0,227,0,0,0.000,GIS,1.29,29,37.41
BUY,0,0,228,0,0,0.000,GIS,1.28,30,38.40
BUY,0,0,229,0,0,0.000,GIS,1.26,60,75.60
SELL,0,0,231,0,0,0.000,GIS,1.29,92,118.68
SELL,0,0,235,0,0,0.000,GIS,1.30,30,39.00
BUY,0,0,239,0,0,0.000,GIS,1.29,29,37.41
SELL,0,0,241,0,0,0.000,GIS,1.30,30,39.00
BUY,0,0,244,0,0,0.000,GIS,1.29,29,37.41
BUY,0,0,246,0,0,0.000,GIS,1.28,30,38.40
SELL,0,0,247,0,0,0.000,GIS,1.29,30,38.70
SELL,0,0,248,0,0,0.000,GIS,1.30,30,39.00
SELL,0,0,250,0,0,0.000,GIS,1.31,30,39.30
SELL,0,0,252,0,0,0.000,GIS,1.37,178,243.86
SELL,0,0,253,0,0,0.000,GIS,1.38,28,38.64
BUY,0,0,254,0,0,0.000,GIS,1.37,28,38.36
SELL,0,0,255,0,0,0.000,GIS,1.38,28,38.64
BUY,0,0,257,0,0,0.000,GIS,1.35,84,113.40
BUY,0,0,258,0,0,0.000,GIS,1.33,57,75.81
SELL,0,0,259,0,0,0.000,GIS,1.34,29,38.86
BUY,0,0,261,0,0,0.000,GIS,1.33,29,38.57
SELL,0,0,263,0,0,0.000,GIS,1.34,29,38.86
SELL,0,0,264,0,0,0.000,GIS,1.36,57,77.52
BUY,0,0,265,0,0,0.000,GIS,1.35,28,37.80
BUY,0,0,266,0,0,0.000,GIS,1.34,28,37.52
SELL,0,0,268,0,0,0.000,GIS,1.36,57,77.52
SELL,0,0,269,0,0,0.000,GIS,1.37,28,38.36
BUY,0,0,271,0,0,0.000,GIS,1.36,28,38.08
SELL,0,0,273,0,0,0.000,GIS,1.38,56,77.28
BUY,0,0,274,0,0,0.000,GIS,1.35,83,112.05
BUY,0,0,275,0,0,0.000,GIS,1.32,84,110.88
SELL,0,0,276,0,0,0.000,GIS,1.36,115,156.40
SELL,0,0,277,0,0,0.000,GIS,1.37,27,36.99
SELL,0,0,279,0,0,0.000,GIS,1.38,27,37.26
BUY,0,0,282,0,0,0.000,GIS,1.37,27,36.99
BUY,0,0,284,0,0,0.000,GIS,1.34,82,109.88
BUY,0,0,285,0,0,0.000,GIS,1.33,28,37.24
SELL,0,0,286,0,0,0.000,GIS,1.34,28,37.52
BUY,0,0,287,0,0,0.000,GIS,1.33,28,37.24
BUY,0,0,288,0,0,0.000,GIS,1.32,28,36.96
SELL,0,0,289,0,0,0.000,GIS,1.34,56,75.04
SELL,0,0,291,0,0,0.000,GIS,1.36,55,74.80
SELL,0,0,292,0,0,0.000,GIS,1.39,82,113.98
SELL,0,0,293,0,0,0.000,GIS,1.40,26,36.40
SELL,0,0,294,0,0,0.000,GIS,1.43,79,112.97
BUY,0,0,295,0,0,0.000,GIS,1.41,51,71.91
SELL,0,0,296,0,0,0.000,GIS,1.43,52,74.36
BUY,0,0,297,0,0,0.000,GIS,1.42,25,35.50
BUY,0,0,298,0,0,0.000,GIS,1.40,51,71.40
BUY,0,0,302,0,0,0.000,GIS,1.39,26,36.14
SELL,0,0,303,0,0,0.000,GIS,1.40,26,36.40
SELL,0,0,305,0,0,0.000,GIS,1.42,52,73.84
SELL,0,0,306,0,0,0.000,GIS,1.43,25,35.75
BUY,0,0,308,0,0,0.000,GIS,1.42,25,35.50
SELL,0,0,309,0,0,0.000,GIS,1.43,25,35.75
BUY,0,0,310,0,0,0.000,GIS,1.42,25,35.50
SELL,0,0,311,0,0,0.000,GIS,1.43,25,35.75
BUY,0,0,312,0,0,0.000,GIS,1.42,25,35.50
BUY,0,0,314,0,0,0.000,GIS,1.41,25,35.25
BUY,0,0,315,0,0,0.000,GIS,1.40,25,35.00
SELL,0,0,316,0,0,0.000,GIS,1.41,25,35.25
SELL,0,0,317,0,0,0.000,GIS,1.42,25,35.50
SELL,0,0,318,0,0,0.000,GIS,1.44,50,72.00
SELL,0,0,320,0,0,0.000,GIS,1.46,49,71.54
SELL,0,0,321,0,0,0.000,GIS,1.51,121,182.71
SELL,0,0,322,0,0,0.000,GIS,1.52,23,34.96
BUY,0,0,323,0,0,0.000,GIS,1.51,23,34.73
SELL,0,0,324,0,0,0.000,GIS,1.54,69,106.26
SELL,0,0,325,0,0,0.000,GIS,1.56,45,70.20
BUY,0,0,326,0,0,0.000,GIS,1.54,44,67.76
BUY,0,0,327,0,0,0.000,GIS,1.49,113,168.37
BUY,0,0,328,0,0,0.000,GIS,1.43,140,200.20
SELL,0,0,330,0,0,0.000,GIS,1.44,24,34.56
BUY,0,0,331,0,0,0.000,GIS,1.43,24,34.32
SELL,0,0,333,0,0,0.000,GIS,1.44,24,34.56
SELL,0,0,334,0,0,0.000,GIS,1.45,24,34.80
BUY,0,0,335,0,0,0.000,GIS,1.44,23,33.12
SELL,0,0,338,0,0,0.000,GIS,1.45,23,33.35
SELL,0,0,340,0,0,0.000,GIS,1.48,71,105.08
BUY,0,0,341,0,0,0.000,GIS,1.46,46,67.16
SELL,0,0,345,0,0,0.000,GIS,1.47,23,33.81
SELL,0,0,346,0,0,0.000,GIS,1.50,69,103.50
SELL,0,0,347,0,0,0.000,GIS,1.51,22,33.22
SELL,0,0,348,0,0,0.000,GIS,1.53,45,68.85
BUY,0,0,349,0,0,0.000,GIS,1.52,22,33.44
BUY,0,0,350,0,0,0.000,GIS,1.44,178,256.32
BUY,0,0,351,0,0,0.000,GIS,1.39,117,162.63
BUY,0,0,352,0,0,0.000,GIS,1.37,48,65.76
SELL,0,0,353,0,0,0.000,GIS,1.41,98,138.18
SELL,0,0,354,0,0,0.000,GIS,1.42,24,34.08
BUY,0,0,355,0,0,0.000,GIS,1.41,23,32.43
BUY,0,0,356,0,0,0.000,GIS,1.40,23,32.20
SELL,0,0,357,0,0,0.000,GIS,1.41,24,33.84
SELL,0,0,358,0,0,0.000,GIS,1.42,23,32.66
BUY,0,0,360,0,0,0.000,GIS,1.41,23,32.43
SELL,0,0,361,0,0,0.000,GIS,1.43,47,67.21
BUY,0,0,362,0,0,0.000,GIS,1.42,23,32.66
BUY,0,0,364,0,0,0.000,GIS,1.36,142,193.12
BUY,0,0,366,0,0,0.000,GIS,1.32,98,129.36
SELL,0,0,368,0,0,0.000,GIS,1.34,50,67.00
BUY,0,0,371,0,0,0.000,GIS,1.33,25,33.25
BUY,0,0,372,0,0,0.000,GIS,1.32,25,33.00
BUY,0,0,373,0,0,0.000,GIS,1.31,25,32.75
SELL,0,0,374,0,0,0.000,GIS,1.32,25,33.00
BUY,0,0,377,0,0,0.000,GIS,1.28,101,129.28
SELL,0,0,378,0,0,0.000,GIS,1.29,26,33.54
SELL,0,0,379,0,0,0.000,GIS,1.30,26,33.80
BUY,0,0,380,0,0,0.000,GIS,1.29,25,32.25
BUY,0,0,381,0,0,0.000,GIS,1.28,26,33.28
SELL,0,0,382,0,0,0.000,GIS,1.29,26,33.54
SELL,0,0,383,0,0,0.000,GIS,1.31,52,68.12
SELL,0,0,385,0,0,0.000,GIS,1.34,77,103.18
SELL,0,0,386,0,0,0.000,GIS,1.37,75,102.75
SELL,0,0,387,0,0,0.000,GIS,1.42,123,174.66
BUY,0,0,388,0,0,0.000,GIS,1.40,47,65.80
BUY,0,0,389,0,0,0.000,GIS,1.37,72,98.64
BUY,0,0,390,0,0,0.000,GIS,1.34,73,97.82
BUY,0,0,391,0,0,0.000,GIS,1.33,25,33.25
SELL,0,0,392,0,0,0.000,GIS,1.34,25,33.50
BUY,0,0,393,0,0,0.000,GIS,1.32,50,66.00
SELL,0,0,395,0,0,0.000,GIS,1.34,51,68.34
BUY,0,0,396,0,0,0.000,GIS,1.33,25,33.25
BUY,0,0,398,0,0,0.000,GIS,1.31,50,65.50
BUY,0,0,399,0,0,0.000,GIS,1.29,51,65.79
SELL,0,0,400,0,0,0.000,GIS,1.30,26,33.80
SELL,0,0,401,0,0,0.000,GIS,1.31,25,32.75
BUY,0,0,402,0,0,0.000,GIS,1.30,25,32.50
BUY,0,0,403,0,0,0.000,GIS,1.28,52,66.56
SELL,0,0,404,0,0,0.000,GIS,1.30,52,67.60
SELL,0,0,406,0,0,0.000,GIS,1.33,78,103.74
BUY,0,0,408,0,0,0.000,GIS,1.32,25,33.00
BUY,0,0,409,0,0,0.000,GIS,1.31,25,32.75
BUY,0,0,412,0,0,0.000,GIS,1.29,51,65.79
SELL,0,0,414,0,0,0.000,GIS,1.33,105,139.65
SELL,0,0,415,0,0,0.000,GIS,1.47,358,526.26
BUY,0,0,416,0,0,0.000,GIS,1.45,46,66.70
SELL,0,0,417,0,0,0.000,GIS,1.47,46,67.62
SELL,0,0,418,0,0,0.000,GIS,1.48,23,34.04
SELL,0,0,419,0,0,0.000,GIS,1.51,68,102.68
BUY,0,0,420,0,0,0.000,GIS,1.49,44,65.56
BUY,0,0,421,0,0,0.000,GIS,1.47,45,66.15
SELL,0,0,423,0,0,0.000,GIS,1.49,46,68.54
SELL,0,0,424,0,0,0.000,GIS,1.52,68,103.36
SELL,0,0,425,0,0,0.000,GIS,1.53,22,33.66
SELL,0,0,426,0,0,0.000,GIS,1.56,66,102.96
SELL,0,0,427,0,0,0.000,GIS,1.57,21,32.97
BUY,0,0,428,0,0,0.000,GIS,1.55,42,65.10
BUY,0,0,429,0,0,0.000,GIS,1.50,108,162.00
BUY,0,0,431,0,0,0.000,GIS,1.49,22,32.78
BUY,0,0,432,0,0,0.000,GIS,1.48,22,32.56
BUY,0,0,434,0,0,0.000,GIS,1.47,22,32.34
SELL,0,0,437,0,0,0.000,GIS,1.49,45,67.05
BUY,0,0,438,0,0,0.000,GIS,1.47,45,66.15
BUY,0,0,439,0,0,0.000,GIS,1.46,22,32.12
SELL,0,0,441,0,0,0.000,GIS,1.48,46,68.08
BUY,0,0,442,0,0,0.000,GIS,1.46,45,65.70
SELL,0,0,444,0,0,0.000,GIS,1.49,69,102.81
SELL,0,0,445,0,0,0.000,GIS,1.50,22,33.00
SELL,0,0,446,0,0,0.000,GIS,1.52,44,66.88
BUY,0,0,447,0,0,0.000,GIS,1.49,66,98.34
SELL,0,0,448,0,0,0.000,GIS,1.51,45,67.95
SELL,0,0,449,0,0,0.000,GIS,1.52,22,33.44
BUY,0,0,451,0,0,0.000,GIS,1.51,22,33.22
SELL,0,0,453,0,0,0.000,GIS,1.52,22,33.44
SELL,0,0,454,0,0,0.000,GIS,1.56,87,135.72
SELL,0,0,455,0,0,0.000,GIS,1.59,63,100.17
BUY,0,0,456,0,0,0.000,GIS,1.57,41,64.37
BUY,0,0,457,0,0,0.000,GIS,1.55,42,65.10
SELL,0,0,458,0,0,0.000,GIS,1.56,21,32.76
BUY,0,0,460,0,0,0.000,GIS,1.53,63,96.39
BUY,0,0,461,0,0,0.000,GIS,1.50,64,96.00
SELL,0,0,462,0,0,0.000,GIS,1.52,44,66.88
SELL,0,0,465,0,0,0.000,GIS,1.53,21,32.13
BUY,0,0,466,0,0,0.000,GIS,1.52,21,31.92
SELL,0,0,468,0,0,0.000,GIS,1.53,21,32.13
BUY,0,0,470,0,0,0.000,GIS,1.52,21,31.92
BUY,0,0,471,0,0,0.000,GIS,1.51,21,31.71
BUY,0,0,476,0,0,0.000,GIS,1.45,129,187.05
BUY,0,0,478,0,0,0.000,GIS,1.42,67,95.14
BUY,0,0,479,0,0,0.000,GIS,1.41,22,31.02
SELL,0,0,480,0,0,0.000,GIS,1.42,22,31.24
SELL,0,0,482,0,0,0.000,GIS,1.46,90,131.40
SELL,0,0,485,0,0,0.000,GIS,1.48,44,65.12
SELL,0,0,487,0,0,0.000,GIS,1.49,21,31.29
SELL,0,0,488,0,0,0.000,GIS,1.50,21,31.50
BUY,0,0,490,0,0,0.000,GIS,1.49,21,31.29
SELL,0,0,491,0,0,0.000,GIS,1.53,85,130.05
SELL,0,0,492,0,0,0.000,GIS,1.54,20,30.80
BUY,0,0,493,0,0,0.000,GIS,1.53,20,30.60
SELL,0,0,495,0,0,0.000,GIS,1.55,41,63.55
SELL,0,0,496,0,0,0.000,GIS,1.56,20,31.20
SELL,0,0,498,0,0,0.000,GIS,1.58,40,63.20
SELL,0,0,499,0,0,0.000,GIS,1.61,59,94.99
BUY,0,0,501,0,0,0.000,GIS,1.56,97,151.32
SELL,0,0,504,0,0,0.000,GIS,1.59,60,95.40
BUY,0,0,506,0,0,0.000,GIS,1.58,19,30.02
BUY,0,0,507,0,0,0.000,GIS,1.57,19,29.83
SELL,0,0,508,0,0,0.000,GIS,1.58,19,30.02
BUY,0,0,509,0,0,0.000,GIS,1.55,58,89.90
SELL,0,0,510,0,0,0.000,GIS,1.57,39,61.23
SELL,0,0,512,0,0,0.000,GIS,1.61,78,125.58
BUY,0,0,513,0,0,0.000,GIS,1.59,38,60.42
BUY,0,0,514,0,0,0.000,GIS,1.56,57,88.92
SELL,0,0,515,0,0,0.000,GIS,1.59,58,92.22
SELL,0,0,516,0,0,0.000,GIS,1.62,57,92.34
SELL,0,0,519,0,0,0.000,GIS,1.65,56,92.40
SELL,0,0,520,0,0,0.000,GIS,1.71,110,188.10
BUY,0,0,521,0,0,0.000,GIS,1.69,35,59.15
BUY,0,0,522,0,0,0.000,GIS,1.66,53,87.98
SELL,0,0,523,0,0,0.000,GIS,1.67,18,30.06
BUY,0,0,525,0,0,0.000,GIS,1.62,90,145.80
SELL,0,0,527,0,0,0.000,GIS,1.65,55,90.75
BUY,0,0,528,0,0,0.000,GIS,1.64,18,29.52
BUY,0,0,530,0,0,0.000,GIS,1.60,73,116.80
SELL,0,0,531,0,0,0.000,GIS,1.64,75,123.00
BUY,0,0,532,0,0,0.000,GIS,1.62,36,58.32
BUY,0,0,533,0,0,0.000,GIS,1.61,18,28.98
SELL,0,0,534,0,0,0.000,GIS,1.63,37,60.31
BUY,0,0,535,0,0,0.000,GIS,1.62,18,29.16
BUY,0,0,536,0,0,0.000,GIS,1.58,73,115.34
BUY,0,0,537,0,0,0.000,GIS,1.56,37,57.72
BUY,0,0,538,0,0,0.000,GIS,1.53,57,87.21
SELL,0,0,539,0,0,0.000,GIS,1.54,19,29.26
BUY,0,0,541,0,0,0.000,GIS,1.52,38,57.76
SELL,0,0,542,0,0,0.000,GIS,1.54,39,60.06
BUY,0,0,546,0,0,0.000,GIS,1.52,38,57.76
SELL,0,0,551,0,0,0.000,GIS,1.53,19,29.07
SELL,0,0,552,0,0,0.000,GIS,1.55,38,58.90
BUY,0,0,553,0,0,0.000,GIS,1.54,19,29.26
BUY,0,0,554,0,0,0.000,GIS,1.52,38,57.76
BUY,0,0,555,0,0,0.000,GIS,1.51,19,28.69
BUY,0,0,556,0,0,0.000,GIS,1.50,19,28.50
SELL,0,0,557,0,0,0.000,GIS,1.53,59,90.27
BUY,0,0,559,0,0,0.000,GIS,1.50,58,87.00
SELL,0,0,561,0,0,0.000,GIS,1.52,39,59.28
SELL,0,0,563,0,0,0.000,GIS,1.53,19,29.07
SELL,0,0,564,0,0,0.000,GIS,1.54,19,29.26
SELL,0,0,566,0,0,0.000,GIS,1.58,77,121.66
SELL,0,0,569,0,0,0.000,GIS,1.59,18,28.62
BUY,0,0,571,0,0,0.000,GIS,1.57,37,58.09
BUY,0,0,572,0,0,0.000,GIS,1.55,37,57.35
BUY,0,0,573,0,0,0.000,GIS,1.53,38,58.14
SELL,0,0,574,0,0,0.000,GIS,1.54,19,29.26
BUY,0,0,575,0,0,0.000,GIS,1.53,19,29.07
SELL,0,0,577,0,0,0.000,GIS,1.57,77,120.89
SELL,0,0,580,0,0,0.000,GIS,1.62,93,150.66
SELL,0,0,582,0,0,0.000,GIS,1.64,36,59.04
SELL,0,0,583,0,0,0.000,GIS,1.67,53,88.51
SELL,0,0,584,0,0,0.000,GIS,1.69,35,59.15
SELL,0,0,585,0,0,0.000,GIS,1.73,69,119.37
BUY,0,0,586,0,0,0.000,GIS,1.72,16,27.52
BUY,0,0,588,0,0,0.000,GIS,1.69,50,84.50
BUY,0,0,589,0,0,0.000,GIS,1.68,17,28.56
SELL,0,0,590,0,0,0.000,GIS,1.72,69,118.68
SELL,0,0,592,0,0,0.000,GIS,1.73,16,27.68
SELL,0,0,593,0,0,0.000,GIS,1.76,49,86.24
BUY,0,0,594,0,0,0.000,GIS,1.75,16,28.00
SELL,0,0,595,0,0,0.000,GIS,1.77,32,56.64
BUY,0,0,596,0,0,0.000,GIS,1.75,32,56.00
BUY,0,0,598,0,0,0.000,GIS,1.74,16,27.84
SELL,0,0,600,0,0,0.000,GIS,1.77,49,86.73
BUY,0,0,601,0,0,0.000,GIS,1.74,48,83.52
BUY,0,0,602,0,0,0.000,GIS,1.73,16,27.68
BUY,0,0,603,0,0,0.000,GIS,1.71,32,54.72
BUY,0,0,605,0,0,0.000,GIS,1.70,16,27.20
BUY,0,0,606,0,0,0.000,GIS,1.69,16,27.04
SELL,0,0,607,0,0,0.000,GIS,1.76,117,205.92
SELL,0,0,608,0,0,0.000,GIS,1.77,16,28.32
BUY,0,0,610,0,0,0.000,GIS,1.75,31,54.25
BUY,0,0,611,0,0,0.000,GIS,1.74,16,27.84
SELL,0,0,612,0,0,0.000,GIS,1.79,80,143.20
SELL,0,0,613,0,0,0.000,GIS,1.86,109,202.74
BUY,0,0,614,0,0,0.000,GIS,1.83,44,80.52
BUY,0,0,615,0,0,0.000,GIS,1.81,30,54.30
SELL,0,0,616,0,0,0.000,GIS,1.83,30,54.90
BUY,0,0,617,0,0,0.000,GIS,1.82,15,27.30
SELL,0,0,620,0,0,0.000,GIS,1.84,30,55.20
SELL,0,0,621,0,0,0.000,GIS,1.86,30,55.80
