Transaction,Year,Month,Day,Hour,Minute,Second,Symbol,Price,Shares,Total
BUY,0,0,242,0,0,0.000,GIS,1.09,20,21.76
BUY,0,0,243,0,0,0.000,GIS,0.91,54,49.33
SELL,0,0,244,0,0,0.000,GIS,0.95,11,10.40
BUY,0,0,245,0,0,0.000,GIS,0.91,12,10.89
SELL,0,0,246,0,0,0.000,GIS,1.05,51,53.60
SELL,0,0,247,0,0,0.000,GIS,1.26,68,85.98
BUY,0,0,248,0,0,0.000,GIS,1.06,55,58.46
SELL,0,0,249,0,0,0.000,GIS,1.22,49,59.69
SELL,0,0,250,0,0,0.000,GIS,1.41,53,74.61
SELL,0,0,251,0,0,0.000,GIS,1.50,22,33.05
SELL,0,0,252,0,0,0.000,GIS,1.69,43,72.81
BUY,0,0,253,0,0,0.000,GIS,1.55,28,43.32
BUY,0,0,254,0,0,0.000,GIS,1.45,21,30.43
BUY,0,0,255,0,0,0.000,GIS,0.99,107,106.09
SELL,0,0,256,0,0,0.000,GIS,1.20,67,80.70
SELL,0,0,257,0,0,0.000,GIS,1.40,51,71.24
BUY,0,0,258,0,0,0.000,GIS,1.14,58,66.20
SELL,0,0,260,0,0,0.000,GIS,1.20,16,19.25
SELL,0,0,261,0,0,0.000,GIS,1.41,53,74.54
SELL,0,0,262,0,0,0.000,GIS,1.49,18,26.81
BUY,0,0,264,0,0,0.000,GIS,1.39,19,26.49
BUY,0,0,265,0,0,0.000,GIS,1.24,33,40.98
SELL,0,0,266,0,0,0.000,GIS,1.30,15,19.56
BUY,0,0,267,0,0,0.000,GIS,1.25,13,16.23
SELL,0,0,268,0,0,0.000,GIS,1.32,18,23.80
SELL,0,0,270,0,0,0.000,GIS,1.55,51,78.80
SELL,0,0,272,0,0,0.000,GIS,1.77,42,74.29
SELL,0,0,273,0,0,0.000,GIS,1.92,23,44.09
SELL,0,0,275,0,0,0.000,GIS,2.20,39,85.85
BUY,0,0,276,0,0,0.000,GIS,2.06,14,28.91
BUY,0,0,277,0,0,0.000,GIS,1.89,19,35.99
SELL,0,0,278,0,0,0.000,GIS,2.18,37,80.68
SELL,0,0,281,0,0,0.000,GIS,2.32,13,30.12
SELL,0,0,284,0,0,0.000,GIS,2.55,21,53.65
BUY,0,0,287,0,0,0.000,GIS,2.40,11,26.45
BUY,0,0,290,0,0,0.000,GIS,2.24,12,26.94
SELL,0,0,294,0,0,0.000,GIS,2.41,14,33.77
SELL,0,0,298,0,0,0.000,GIS,2.64,17,44.92
SELL,0,0,302,0,0,0.000,GIS,2.87,13,37.35
SELL,0,0,303,0,0,0.000,GIS,3.21,17,54.62
SELL,0,0,307,0,0,0.000,GIS,3.75,20,74.91
BUY,0,0,310,0,0,0.000,GIS,3.36,9,30.25
BUY,0,0,313,0,0,0.000,GIS,3.06,8,24.46
BUY,0,0,318,0,0,0.000,GIS,2.63,13,34.25
SELL,0,0,326,0,0,0.000,GIS,2.97,12,35.67
BUY,0,0,328,0,0,0.000,GIS,2.70,7,18.93
SELL,0,0,329,0,0,0.000,GIS,2.93,7,20.50
SELL,0,0,331,0,0,0.000,GIS,3.20,7,22.37
SELL,0,0,333,0,0,0.000,GIS,3.66,11,40.26
SELL,0,0,337,0,0,0.000,GIS,4.05,7,28.37
BUY,0,0,341,0,0,0.000,GIS,3.63,6,21.76
BUY,0,0,345,0,0,0.000,GIS,3.27,6,19.59
SELL,0,0,358,0,0,0.000,GIS,3.60,5,18.01
BUY,0,0,361,0,0,0.000,GIS,3.13,7,21.88
SELL,0,0,365,0,0,0.000,GIS,3.49,6,20.96
SELL,0,0,374,0,0,0.000,GIS,3.84,4,15.35
BUY,0,0,381,0,0,0.000,GIS,3.41,5,17.07
BUY,0,0,424,0,0,0.000,GIS,3.06,4,12.25
SELL,0,0,437,0,0,0.000,GIS,3.37,4,13.48
BUY,0,0,439,0,0,0.000,GIS,2.96,5,14.79
SELL,0,0,446,0,0,0.000,GIS,3.31,5,16.54
SELL,0,0,450,0,0,0.000,GIS,3.69,5,18.43
BUY,0,0,472,0,0,0.000,GIS,3.27,4,13.10
SELL,0,0,476,0,0,0.000,GIS,3.67,5,18.35
